56,158,ChIJ4yCx4wZy5kcRiTeFA7n5mJQ,5,1,0,-1,1,1,0,
57,158,ChIJJ7M3kG1u5kcRHcT74K1TvM8,4,1,0,-1,1,1,0,"de bon burger, clientèle jeune et européenne, parfait pour de bonne rencontre"
58,119,ChIJKZpHiel4CEgRGsd8RuBy8N0,4,1,0,-1,1,1,0,
59,119,ChIJqTJ4_ul4CEgRB6d9FndqObg,3,1,0,-1,1,1,0,"Un lieu étrange, vetuste collant et sale, mais ou il fait assez bon vivre pour que les gens s'en entassent en toute saison. Les prix sont vraiment faibles mais la carte ne vend pas du rêve"
60,119,ChIJJUvyzgBy5kcRtvSiuA5hvpE,4,1,0,-1,1,1,0,
61,119,ChIJ35yLU0Zu5kcRUctPEJPvCR8,5,1,0,-1,1,1,0,"Au top! Cuisine rafinée sans en faire tout un plat, un très  bon resto gastronomique. Service tres souriant, efficace. Compter quand même 120€ le soir pour deux avec une bonne bouteille, mais une fois de temps en tempw ca vaut la peine!"
62,119,ChIJvz3Ntrlx5kcRCylrI3QARlw,3,1,0,-1,1,1,0,"Bien pour danser, ou pour y boire un verre quand rien n'est ouvert. Sauf dans ces cas, il y a mieux alentours pour moins cher et plus aimable"
63,119,ChIJC0tMA8Zx5kcRT0FUzlguCls,3,1,0,-1,1,1,0,"Bon prix pour les happyhours, par contre les planches sont chères pour ce qu'il y a dessus."
64,119,ChIJo8Po_8F4CEgR0ILDISnSzPo,4,1,0,-1,1,1,0,
65,144,ChIJq6B5t99x5kcRRfiVW1Lj98o,4,1,0,-1,1,1,0,
66,144,ChIJSxRBhiVu5kcRxnp77_Uudfw,3,1,0,-1,1,1,0,
67,144,ChIJSxRBhiVu5kcRxnp77_Uudfw,3,1,0,-1,1,1,0,
68,144,ChIJGy_avBre5UcRodvlmRQ4TW8,5,1,0,-1,1,1,0,Bon affaire
69,144,ChIJjdDV3Rtw5kcR1dmCBQOwaR0,3,1,0,-1,1,1,0,
70,144,ChIJjdDV3Rtw5kcR1dmCBQOwaR0,2,1,0,-1,1,1,0,
71,144,ChIJHfDNABhw5kcRL_26I5QLKes,3,1,0,-1,1,1,0,
72,121,ChIJJdinHult5kcRw1VJlkwXE54,5,1,0,-1,1,1,0,
73,121,ChIJgT3C39xx5kcReKrfsUXZ-rQ,1,1,0,-1,1,1,0,
74,121,ChIJZdyzNHpu5kcRHzDLxzlsfJo,5,1,0,-1,1,1,0,
75,300,ChIJgRpheazr9EcRUa9ejMT_CCE,3,1,0,-1,1,1,0,
76,278,ChIJL706IJe8rhIRGdHyLdIkbIw,4,1,0,-1,1,1,0,
77,278,ChIJL706IJe8rhIRGdHyLdIkbIw,4,1,0,-1,1,1,0,"Bonne ambiance, bonne soirée, bière un peu cher"
78,278,ChIJI8x1sGi7rhIROkfA5pQuk7g,4,1,0,-1,1,1,0,"Super lieu des nuits toulousaine avec une équipe au top (un personnel très souriant et simple), une bonne ambiance à l'intérieur avec des gens de tout âge et tout bords,à tester!"
79,278,ChIJDafpbJm8rhIRYk_yCRrEnLM,4,1,0,-1,1,1,0,Bonne ambiance pour soirées étudiantes 
80,194,ChIJoWvJWf9t5kcRW7A7wfeyZaE,4,1,0,-1,1,1,0,"Plats simple mais bien exécuté, ambiance calme et bonne enfants autour des chats, bonne idée pour prendre une patisserie avcompagné d'une boisson a 4h"
81,194,ChIJv4KfpwBy5kcROqKaKlwHAgg,4,1,0,-1,1,1,0,"Café très populaire dans le quartier, ambiance et décor originale, service un peu long parfois car toujours pleins, carte simple mais pas cher, excellent rapport qualité prix"
82,216,ChIJP_ovpuBx5kcREpzV3lAhHtk,5,1,0,-1,1,1,0,Meilleurs gyozas et izakaya de Paris!! 
83,216,ChIJZdyzNHpu5kcRHzDLxzlsfJo,4,1,0,-1,1,1,0,"Endroit sympa surtout en terrasse. Interieur un peu bruyant... Sinon, parfait endroit pour se detendre autour d'un verre et d'une planche, avec ses amis! Brunch moyen mais essayé qu'une seule fois... "
84,216,ChIJ66kETntu5kcRdmMzu9XGdaE,3,1,0,-1,1,1,0,"Vraiment y aller pour le cadre, ambiance berlin...  plutot en journee pour jouer a la petanque. Expo sur les trains vraiment sympa (allez a la boutique++). 
Qq inconvenients: queue pour tous les stands et prix exorbitant pour stand de nourriture par ex Asado (meme si tres tres bon), trop de monde le soir, pas de musique. "
85,216,ChIJD1NcznJu5kcRf1NPxKI6CPI,5,1,0,-1,1,1,0,"Au dessus de la gare de l'est... pas trop de queue contrairement au perchoir de l'Hotel de Ville. Planches, cocktails, fauteuils et tres joli endroit. Dj le week end. Je recommande! "
86,216,ChIJrbz5-AZu5kcRmpEc9SBY4ls,4,1,0,-1,1,1,0,"Meilleurs empanadas!! Autre adresse à Pigalle aussi.
Un peu d'Amerique du Sud ds votre assiette, miam!!! Vente à emporter et livraison a domicile selon le secteur..."
87,216,ChIJZYI0ygtu5kcRdYe6wVTkZDQ,5,1,0,-1,1,1,0,"Ambiance très sympa, à tester leur cocktail à base de bissap. Idéal pour s'ambiancer en musique.  "
88,216,ChIJQ46XIUZu5kcRy4xuGZSwzwo,4,1,0,-1,1,1,0,Petit voyage en Nouvelle Orléans :) 
89,216,ChIJxaCxpBRu5kcRQ9-jT_pb_YE,5,1,0,-1,1,1,0,Bar avec club au sous sol jusqu'à 2h du mat. Ambiance total geek avec bornes d'arcades! Bien pour boire entre amis autour d'une planche puis danser!! 
90,216,ChIJ2ZC2AwJu5kcRRg3aRwz2rG0,5,1,0,-1,1,1,0,"Y aller absolument, pour la tarte au citron meringuée, pour le carrotcake 😚"
91,216,ChIJM2AdzQBy5kcRdMXq_tKcHtE,5,1,0,-1,1,1,0,Le meilleur mojito à mon goût... A tester les cigares dans le fumoir!  
92,216,ChIJEankdlxu5kcRQIg1Sz9yDbo,4,1,0,-1,1,1,0,Endroit sympa situé à Lamarck pour prendre un verre avec planche ou bien diner. Bons vins de ce quej'ai gouté et desserts tres bons (dommage que le pain perdu ne soit plus a la carte). Dans ma liste! :)
93,9,ChIJixbd-gZy5kcRWygsNNXqaPo,3,1,0,-1,1,1,0,
94,124,ChIJC0tMA8Zx5kcRT0FUzlguCls,4,1,0,-1,1,1,0,Yep
95,124,ChIJvz3Ntrlx5kcRCylrI3QARlw,3,1,0,-1,1,1,0,
96,124,ChIJA_GsK4p65kcRGb3KaG-O-Ok,4,1,0,-1,1,1,0,Bon kebab
97,124,ChIJA_GsK4p65kcRGb3KaG-O-Ok,5,1,0,-1,1,1,0,
98,124,ChIJU0PeOBT15kcRu4FeNaDkFgk,5,1,0,-1,1,1,0,Très bon buffet à volonté
99,124,ChIJvz3Ntrlx5kcRCylrI3QARlw,4,1,0,-1,1,1,0,
100,124,ChIJC0tMA8Zx5kcRT0FUzlguCls,4,1,0,-1,1,1,0,Etablissement conviviale
101,124,ChIJ7YNCSeNt5kcRD7BGg3PEAiE,5,1,0,-1,1,1,0,Pas mal du tout je le recommande vivement
102,124,ChIJC0tMA8Zx5kcRT0FUzlguCls,4,1,0,-1,1,1,0,
103,124,ChIJfY12pR5y5kcRAX8ZRkMlzVs,5,1,0,-1,1,1,0,
104,1,ChIJ5Vk7opJ65kcR6LOP8WgDN8U,4,1,0,-1,1,1,0,
105,1,ChIJ5Vk7opJ65kcR6LOP8WgDN8U,4,1,0,-1,1,1,0,Bien si vous vous allez en prison pour attouchement sur mineure
106,125,ChIJvz3Ntrlx5kcRCylrI3QARlw,5,1,0,-1,1,1,0,
107,125,ChIJC0tMA8Zx5kcRT0FUzlguCls,5,1,0,-1,1,1,0,
108,125,ChIJgT3C39xx5kcReKrfsUXZ-rQ,5,1,0,-1,1,1,0,
109,125,ChIJuQ2aeaDazRIR-R434mYVWZY,3,1,0,-1,1,1,0,
110,260,ChIJuXgDNTxu5kcRGs94Doyw_-w,5,1,0,-1,1,1,0,Super bar
111,127,ChIJbZG9lt9v5kcRwdXbp2Et1B8,4,1,0,-1,1,1,0,
112,117,ChIJA_GsK4p65kcRGb3KaG-O-Ok,4,1,0,-1,1,1,0,hmmmm
113,117,ChIJJdinHult5kcRw1VJlkwXE54,5,1,0,-1,1,1,0,orgasmique
114,117,ChIJgT3C39xx5kcReKrfsUXZ-rQ,5,1,0,-1,1,1,0,
115,117,ChIJC0tMA8Zx5kcRT0FUzlguCls,2,1,0,-1,1,1,0,tentative d'extorsion de fonds
116,117,ChIJsZKjKA1u5kcRaVDKu3gWoMI,5,1,0,-1,1,1,0,"tres beau site, "
117,117,ChIJuQ2aeaDazRIR-R434mYVWZY,4,1,0,-1,1,1,0,"un bon cocktail, un cadre sympa, Hard rock café, reste un classique"
118,117,ChIJsZKjKA1u5kcRaVDKu3gWoMI,3,1,0,-1,1,1,0,
119,117,ChIJD1NcznJu5kcRf1NPxKI6CPI,5,1,0,-1,1,1,0,
120,117,ChIJQ46XIUZu5kcRy4xuGZSwzwo,5,1,0,-1,1,1,0,"de bon cocktail, mais attention à l'addition "
